issuer_name,recipient_name,course_name,issue_date,expiry_date,credential_hash,issuer_reputation_score,certificate_age_days,metadata_completeness_score,ocr_confidence_score,template_match_score,domain_verification_status,previous_verification_count,time_since_last_verification_days,label
Microsoft,Patricia Thomas,Network Engineering,2024-07-23,2025-08-15,a1c7c9d73a01a2e700d075834602229d8534ae5ba046ab9e4715c11bcf00724f,0.9596728373996575,526,,0.8925408772042767,0.7999978734035055,0,4,12.685367391162197,0
TU Munich,Priya White,IoT Development,2022-02-07,2025-07-04,3689a8e68d52d44673c091f5d5f87666371c16aa4e92e655b85b44352edf07ba,0.6588348928338386,1423,0.7759208694922249,0.8812391043844391,0.9221211517784185,0,6,48.47038074213281,0
NUS Singapore,Patricia Anderson,Digital Marketing,2024-01-14,2028-04-14,54f3a33b18dc8e54d267289a5c18897171ebec2e96a049066f40c5265dd33968,0.1818,717,0.2966,0.5471,0.1116,0,1,76.79,1
University of Oxford,Barbara Garcia,UI/UX Design,2025-08-11,2029-02-23,2e7b49fc63babacdfc137cc4af5d73a30334d75634d41b40bbf0225961ddfbe9,0.1537,142,0.3183,0.684,0.1061,1,0,142.33,1
University of Toronto,Wei White,IoT Development,2022-09-30,2027-06-05,3143ef468099050d6ad8e6353d926f5fe4a0b7209dce3f91315a763e0431dd98,0.8963186747638523,1188,0.9242381995372434,0.9432944993058106,0.8030628101691926,1,6,46.2823528827271,0
Adobe,John Ali,Project Management Professional,2022-01-19,2026-02-08,22d1f8e3cf25f79735f4767eac77e7231be7adb2168f1d04ec1e146c6e9995c2,0.7726237909366984,1442,0.9180270835975665,0.9784375213683056,0.6392361231918527,1,6,5.726519092135456,0
TU Munich,Yuki White,Full Stack Development,2023-11-29,2026-08-08,bc009dc2e0026da4d1470bcaf3cb7d217918a279c7dd3a8d7ae13505eb78a72d,0.5329500406222656,763,0.7751096656987939,0.9661605500754781,0.6962048900205273,1,3,14.15522171546967,0
University of Oxford,Pierre Rodriguez,Big Data Analytics,2024-11-30,2026-02-07,ad5b8a0b94fe56ec19778b29e619899b85b9e5c0421fdeb3f478b2e0fb7a1ced,0.9509469765378588,396,0.9487763611257254,0.8729975927800766,0.9251926974444478,1,10,11.773178498281895,0
University of Toronto,Carlos Harris,Machine Learning Fundamentals,2020-05-14,2021-06-02,d826286cf2b883743446a08b673a9cf64d7f0632590377fdbaec4cd1d6122b09,0.6245313306351756,2057,0.7294536618730081,0.9579533702110449,0.8832678088290666,1,5,6.2768781730197345,0
IIT Delhi,Yuki Johnson,UI/UX Design,2024-12-08,2029-09-24,013d7040315ffb1da646de885e848cc74a968f3d68a7c23a192dec05adf53d33,0.7852327218978756,388,0.8157450902658255,0.873889508677758,0.5979101048252711,1,7,29.844696522500936,0
Adobe,Barbara Miller,Network Engineering,2020-11-03,2023-10-12,389fe7b0ed6d6b77a5d48ca9f0d0c7dfebf00e920b9f6512e79d910ee11b41da,0.067,1884,0.0591,0.6702,0.1858,0,1,10.75,1
Oracle,Richard Thompson,Machine Learning Fundamentals,2024-01-08,2028-03-19,fd6618673121228b1411df1db926afd8d7011a8700272f3b227e1e4c87956604,0.5346314702416874,723,0.440646581006226,0.9091588612323592,0.6645449040361747,1,7,17.85009551318619,0
edX,Priya Rodriguez,Mobile App Development,2023-01-18,2024-12-08,7c03b18921245aa59517c001660468a25c24c468c3bc4a2c460481b002bee9a9,0.5254667968732154,1078,0.7104218875023596,0.8844280726097599,0.9315511112338488,1,7,19.69135801607645,0
edX,Patricia Garcia,Business Analytics,2021-01-27,2024-10-10,6914105d11a763f4a227d975916b8aa3ea490bdcc10d5034756ab838b010be6d,0.8418455146091096,1799,0.868777764677506,0.8718586367678138,0.8540875980233147,1,8,9.384113310965535,0
CompTIA,Fatima White,Computer Vision,2020-03-17,2023-11-26,2e2ca4f08e2efbc6623ad8fb042a4290a17e1b4eb66ba96fd353c22785cc7663,0.892379895793674,2115,0.8122037996657374,0.8732661350828128,0.9036258467352608,1,10,20.757103991014997,0
Adobe,Sophie Wang,Network Engineering,2021-07-29,2026-07-24,744e15a449e31a0463bb31a19656aecbc76e3fb768d33464e48f5eb2125cec5c,0.8294603108471497,1616,0.6732316775983004,0.894157603025334,0.9509053894311211,1,12,1.5724099829450002,0
AWS,Thomas Harris,Agile Methodology,2024-12-17,2028-11-05,0b12be0b3bd425aca0f3342973bbd692e654252e79f6fda95e43fdbcc31da2fd,0.8146194094806324,379,0.9536066286389563,0.8592821364500299,0.8738046262155972,1,7,16.238720196938438,0
Cambridge University,Ana Rodriguez,Agile Methodology,2021-08-19,2026-04-09,929d76dbc2b842f4a3314b0f4d68f591aff89543e69a1b28f6b3783e4c969595,0.7910373605605198,1595,0.9553733591670861,0.940407732208491,0.7261330520437977,1,6,39.307147777459946,0
QuickCert Ltd,Mohammed Wang,Mobile App Development,2025-10-04,2027-09-24,ac5e85eac1cbe55d0c6e57b208d42ecb54914b2ad45f5b50109a6f8f745a68a2,0.0218,88,0.0775,0.2575,0.0577,0,0,37.89,1
Columbia University,Mohammed Martin,Blockchain Development,2024-07-17,2027-10-10,e836e46f75bea5cee2196f335d235e81b80542dfe4d2addd34326d8389ade04e,0.3824686296462054,532,0.8827699179837091,0.9070915387640162,0.8654949796691199,0,7,34.27136932024604,0
edX,Richard Dubois,Database Administration,2024-05-26,2028-01-08,c339779a031d1c41df24c558a31079b2ee37ab1b1c34280bf102a16b0c38a3f6,0.8582151218861023,584,0.8652517680565815,0.9334022420983059,0.9626095409118574,1,6,5.685676149504899,0
Stanford University,Patricia Tanaka,Cybersecurity Analyst,2022-10-17,2025-03-22,d983b27b9914285d48f7649e566e255cbbe54439e62a8ef285a9539d77078530,0.8302058547726017,1171,0.5706769165933032,0.938598196335444,0.737841484377502,1,6,48.175245109385955,0
Stanford University,Arun Rodriguez,Quantum Computing Basics,2020-08-01,2025-03-27,45b5a1ca4439706b4b556e1676621ca5620af8d44c582d2f8319107f045a16c7,0.7552139445694173,1978,0.8707746417295141,0.9708155780274045,0.8618170422293981,1,6,1.450769683778593,0
AWS,Karen Garcia,Computer Vision,2020-10-05,2022-08-15,5d93c4c8f52f7c8b0e3690814003eb8bf40f5b237ac8ac7ada122aac6f8bc8e7,0.783034911146933,1913,0.8376036967092354,0.9288128951716516,0.8676991747272409,1,9,21.947794502717684,0
Stanford University,John Santos,Agile Methodology,2022-04-01,2025-03-15,8ca2df659950c8e5f4f30b9564063d22230c6a6402fd3e9dde81459423038925,0.6941457175164395,1370,0.9792149454132499,0.9169084371849295,0.9884226785624969,1,7,21.0244259108173,0
TU Munich,Sarah Harris,AI & Deep Learning,2022-09-06,2024-12-01,d92b8897697b71ed2cc05195f7667cbdbe1169b3db32fc51eebc3f7e9100c435,0.7917048438081656,1212,0.7861640899935282,0.8508323772199354,0.9304254405400167,1,4,0.0770740020885296,0
AWS,Christopher Garcia,Data Science Professional,2022-02-21,2027-01-15,70bb628208762992f1e9e706016698d67f1bf0d366660f34a08c87868a563464,0.6388159566605814,1409,0.9837614378374301,0.9358673002876705,0.9639360235363352,1,6,12.395714973243308,0
Stanford University,Pierre Ali,Data Science Professional,2023-08-02,2025-07-18,c7a5f268e4e6b732fffb9d0fc84cb6506c80f0c4cb0de48aa754604d5676edb3,0.9311319449580495,882,0.6377469897904368,0.9087425855836061,0.7905687347545142,1,8,12.97485066001514,0
NUS Singapore,Joseph Chen,Network Engineering,2022-12-02,2024-06-29,64d77206409ac50463fbbf107507e9d9152547483e60ae7b05efeafb8b7d3e2b,0.741561255647249,1125,0.8681651721206051,0.8823043235316678,0.8557669786867361,1,6,113.20917760247376,0
Coursera,Sophie Jones,Network Engineering,2023-12-20,2027-01-05,4df649a03390ca130ed50161e9c65759da65730cef6d54e55411316f1d6f8061,0.9450682910793092,742,0.8582741706234256,0.8546701023555952,0.8899733999752737,1,8,39.364626674285965,0
FakeUniversity123,William Taylor,Natural Language Processing,2026-06-14,2028-03-12,42e79b199f1bb8bc69692fdee237690db036624a093fba8713d0175226e27936,0.2185,-165,0.1475,0.4998,0.2723,0,1,87.63,1
Columbia University,Joseph Jackson,UI/UX Design,2025-03-23,2027-05-05,3dbac3da5efcd1ceb305020b6efd20a81514e0defd36ec0cabe103335d1a5c49,0.731484740217834,283,0.6935619952909701,0.8326318425664508,0.6404913986375746,1,4,17.955366802628706,0
MIT,Linda Garcia,Data Science Professional,2022-09-07,2025-12-31,041bf00c2b9057dbbf0ad00ac0c19aa2508a963acbd177340a3e79788c3024aa,0.8419953638036255,1211,0.8710959489553283,0.9574685670064819,0.769984489258179,1,2,8.272745700903133,0
Cisco,Wei Chen,Business Analytics,2025-10-24,2027-12-14,55b460d1bfaf810b74d38002c62d9dcb828fbe6a75093453abbe76bc86bfcf51,0.9270223228864614,68,0.521268595608581,0.8764250816765728,0.9779613254777466,1,6,48.47989610374725,0
edX,John Jackson,Data Engineering,2024-05-18,2026-07-03,9da360d01b7f64425f89040a50261d900504b08410278a6fd0c1f030600f5563,0.7097498018257812,592,0.677933281150736,0.883058090521299,0.8845337737731194,1,4,35.086116730825644,0
DiplomaMill Online,Sophie Harris,Blockchain Development,2023-07-14,2024-05-09,5bb6ccc7e8c93dd09ce0d0fb281fd9f713247aeaa8850d699186b9db508a71ab,0.4486,901,0.4,0.7934,0.0157,1,1,33.19,1
University of Toronto,Arun Thompson,Data Science Professional,2023-01-06,2025-10-26,eec96b45eec654cba5b9c63e6403b3439b1d6c37306f2fac8dd0106f0f2be896,0.8580571210013905,1090,0.8247396398497713,0.8894127310253257,0.9863548991577571,1,7,32.42810574866373,0
Microsoft,James Taylor,Data Engineering,2025-09-10,2030-01-27,58ee1a1d63e247770a466fe7aba30664ae24e312b81f8b699e88512a16395b6d,0.939440920129691,112,0.9223313583592411,0.8739998078010605,0.8552822559667785,1,6,5.393592146636829,0
Microsoft,Karen White,Software Testing,2024-06-30,2025-07-13,f81b0436849968491900356b6b4bbda8668e535fb11e02930c03468c2fa95fb7,0.6800870951429049,549,0.9909232512640035,0.9539036203732015,0.8790221947799851,1,7,30.219347159316538,0
Stanford University,Patricia Johnson,Cloud Architecture,2024-09-30,2029-07-14,d06cbf56b0a68fc33ded353b9052005163e8488b4894dc56f6d0642b97194b6a,0.6913594884021694,457,0.9537441716882769,0.9018957529823353,0.6674317411708137,1,4,13.408663668687403,0
Cambridge University,Richard Rodriguez,DevOps Engineering,2025-12-24,2027-07-17,7a0d4136ca6543ab7398af9f24cd37a230eb2efcfec932c1380b1439c2ed9f52,0.8789653110370751,7,0.6136792826533652,0.9067673261829321,0.9712483301437349,1,5,1.1243365040230202,0
University of Toronto,Jennifer Williams,Computer Vision,2024-03-31,2027-01-01,2093fbebfe1d14e296e0dad125c060070c1d3c05c3e80ca0ffb7395523ed8346,0.8575593823141894,640,0.8717230108819587,0.9207600105021456,0.984923310231036,1,6,42.452410775666365,0
Cambridge University,Yuki White,Natural Language Processing,2024-08-11,2028-07-24,4d6c688fa091437982ee548a97b4813b2cc07eefae0ed97600f59cc413bf1a20,0.9530285709939348,507,0.9582520380540792,0.8888356181868935,0.9931636531297171,1,3,54.869117444322264,0
Cambridge University,Wei Taylor,Robotics Engineering,2022-08-03,2023-08-23,4b163f83f64834aa4b28cca1ef467ba65c9427ed6abdf92b0e4f630a4c28ab7c,0.8429845056808254,1246,0.7374366103045057,0.9510627083380983,0.7129004607854297,1,9,25.64792460459048,0
TU Munich,Priya Martinez,Agile Methodology,2020-08-08,2023-11-28,9f39222459172ca677fe72e3db9d1cfa8847fba7914a20554753e74871f17ed2,0.6029599274487161,1971,0.8773701484630426,0.8771116495875322,0.9201914956888255,1,8,8.959015868234268,0
Harvard University,Michael Martin,Full Stack Development,2022-01-20,2023-05-08,387b6ca3db8ed316a8c21c8e4e62317cb40aaac3c9597709fae657983cb32923,0.7554860700630486,1441,0.926425576223826,0.8946518927567328,0.9806179780527462,1,6,3.452788428425964,0
Oracle,Christopher White,Natural Language Processing,2022-05-08,2023-11-22,8e5a68852b9a900c47664c3793b8721a7e8ca3e87dd3b0a56b5621bd238de4b4,0.660252258461144,1333,0.8396805422987429,0.9246910531615428,0.7600308473751654,1,5,60.460792568311426,0
ETH Zurich,James Smith,AI & Deep Learning,2021-12-13,2024-11-16,5d1e7303e6b2e262a941ba4a5806434c228d45328ba259e212569b3bb54be0dd,0.6889420764460493,1479,0.7999505822176679,0.8812296620823066,0.8925395058270325,1,4,60.968443526075944,0
NUS Singapore,Yuki Chen,UI/UX Design,2023-05-28,2025-12-05,0a01a7b033d485a646dc64e6a2368bf9bca97aae3f8baff7633db034a8e610c1,0.6781078155506042,948,0.7779832986094438,0.8856295599875614,0.9113272001136046,1,10,6.280809799547264,0
Oracle,James Williams,Big Data Analytics,2025-02-28,2029-07-05,7b5b4cfbf9f6c9d0176ae4db287225fb103376173c6fd9ea8c9ea9deddcb782f,0.7852985677523795,306,0.8928563295204306,0.8325501228021704,0.8622230829867302,1,4,77.39291129881737,0
Yale University,Joseph Tanaka,Computer Vision,2023-11-12,2025-11-02,d04c858f2da4ae201b7c63a1d795dbda26405e2fb0f98dd444bdd974fa104376,0.3636501463206971,780,0.8813520566786142,0.9713173695262631,0.9141940017210801,1,9,17.632226834962655,0
Columbia University,James Mueller,Cybersecurity Analyst,2023-08-09,2026-07-28,fd3d8d3e8ce38671e14839a40126b779398d74bf534712334668f6c0df28b8e7,0.9278788527412714,875,0.6345798066855195,0.9845148449376815,0.8203724487230584,1,3,8.105316997560655,0
Cisco,Ana Williams,Data Science Professional,2025-08-11,2027-03-06,8d5fcfd9c8205fcdbe81a0fbfcbe889dad268082bd9c9c4a59048fb8519cc0e3,0.8924643646799828,142,0.6719602216587798,0.9319272700680024,0.9450080636542375,1,7,6.3273221347104736,0
Coursera,Susan Thomas,Data Science Professional,2023-11-14,2027-06-09,c667498bbd688ba2e088587f4f84ee1f8327e9d85d4ff225c5d110bd95e7d59d,0.8639033990597692,778,0.9434169133019785,0.9089962539791225,0.8222120786416932,1,9,36.63752697950208,0
CertForge Academy,Priya Mueller,Business Analytics,2025-08-30,2029-12-17,cccd535c1b48c1f26c7eed049bdfb75a8f04aadb9642e6915f2799d187df5cd7,0.0073,123,0.1311,0.6256,0.2554,0,1,130.99,1
PMI,Linda Thompson,Mobile App Development,2025-05-21,2026-07-25,4d28afceccd51722898e2a98e28627f7717d1b44afba3dfddcd1b3ae7d3171da,0.8474575785036442,224,0.7914055391629151,0.9064362626699399,0.8125399619933932,1,9,40.089138175877046,0
MIT,John Miller,Project Management Professional,2023-04-08,2027-03-30,81d31e1182b18c1b4aaa1b552c20248297f96ca00ec3160f06b2dd791f7b3d96,0.8829826748552769,998,0.9196859495172997,,0.721258275265071,1,1,39.979944479055995,0
University of Toronto,David Brown,Project Management Professional,2024-08-20,2027-12-12,7e6544c9ff33041bba18bb5c04a4442b57f08a9a2a589972f074fa4c61e948be,0.8767554973651371,498,0.7052874315323884,0.9576504960532073,0.674058402815809,1,4,22.35588187144473,0
University of Toronto,Jennifer Williams,Natural Language Processing,2023-08-17,2025-07-07,cd5ab833aecc1bc3664dffbec58e2a7497e3737bf6a344ec5fbb8954fc73cbd4,0.9613026310932223,867,0.8842539125804332,0.936584428388961,0.8384411265198035,1,4,16.156927241696387,0
Stanford University,Michael Thomas,Digital Marketing,2022-04-13,2026-12-27,b3a22db11c304a34acb801b342b062d54305c171022a554b1ae2ac69b5607276,0.705919640250252,1358,0.9178740617299589,0.955425522224519,0.8450027454183602,1,3,21.32213452986569,0
IBM,Patricia Harris,UI/UX Design,2021-04-13,2024-01-04,5a00452708b78c2211920c71109ffa4ee01573c1aa9065a1fa638e266619538f,0.9673746871757559,1723,0.7312805749761686,0.963364868241295,0.8713819912788395,1,6,0.719721988133272,0
Yale University,Elizabeth Patel,Software Testing,2025-08-18,2028-09-19,b583560001a757388771d0f97f80e6ff4e43042ee81976af93d2e035bbb67fa4,0.8177163607635014,135,0.9697513407778531,0.8542763254473174,0.8577100396833998,1,11,15.620092270041615,0
Salesforce,Sophie Mueller,Database Administration,2021-04-16,2024-11-13,664e650f34d5b855f2c362e90c5e2bdced77f6ccab72a64e1a5427d38c6724cf,0.9336070885276975,1720,0.5826847408198074,0.977427783203509,0.9858111007203615,1,7,11.857560590663795,0
Columbia University,David Anderson,Agile Methodology,2022-03-24,2026-06-17,f8f7fdd11d2ce5e0518f80d1767252951716e761e94a9145e56d430a5df9788d,0.5873502879602857,1378,0.876689567169291,0.9291746334656878,0.9231187236938689,1,4,44.218158176180864,0
Columbia University,Yuki Chen,Natural Language Processing,2021-03-01,2024-07-30,5e77f5077e55651359f6beb496c7f350f0b54d02aa3ec17e3a17cfed553135f2,0.952923443965174,1766,0.8461108645504878,0.9215026560031514,0.9889610065149012,1,6,11.815234053916976,0
Coursera,Thomas Davis,Mobile App Development,2022-08-03,2025-05-24,9853759101b9e1d30b6eceefb1451f73a0021c72565f960ad02a05310b29bbef,0.8640475858143144,1246,0.8848834018686513,0.8424759102732436,0.8780176033565723,1,5,36.396902676290786,0
edX,Richard Davis,Blockchain Development,2023-09-11,2025-04-25,8da5f9683ebf97db65e28bb926ffe41d294c8225ae5bd3209582c3beb9539d0d,0.8377740340874714,842,0.815959942765947,0.9744476877916464,0.7390632054246978,1,4,22.349051066915813,0
University of Oxford,Jessica Mueller,Blockchain Development,2024-09-23,2028-02-17,9d0b689d07b14a9f19799539b5c30d071023f33cc029debf7f40d5db5dd548ca,0.9437253030377012,464,0.6596193217388534,0.9807543008716669,0.770437578292432,1,6,116.12693899009174,0
MIT,Yuki Miller,Digital Marketing,2024-06-13,2028-05-25,1f624f0091812f40be9f2c951e0152f7c2b33ae76477a26142fc972f5cf47e03,0.8710284211948217,566,0.8773468135411425,0.9613916553276115,0.9560600591517376,1,2,46.450028167941596,0
MIT,Joseph Thomas,Data Science Professional,2024-04-05,2026-01-08,a62369c11372fe462e040f554c839aedd2ca669910ceb660d148b6348ab7cbc8,0.9127753149664753,635,0.600599394436351,0.8775008968291356,0.9770418849717617,1,4,7.053557875783689,0
Cambridge University,Wei Mueller,IoT Development,2025-01-25,2029-11-16,c608333696f964b0231f7f1fb660121166aac77ef9bf41b3e26892dc84399967,0.8858650931024258,340,0.7010423402868629,1.0,0.6436124918582586,1,7,16.975741019257978,0
ETH Zurich,Jessica Anderson,Data Science Professional,2020-01-28,2022-09-28,b5f0c4bf6b7d1b66bc8f131da4a4e389fdc27039db2cb6c0b132741a8a42f53a,0.8710057401372401,2164,0.8690961851470824,0.974741147621489,0.798335575409508,1,9,60.694992734416985,0
Stanford University,Karen Ali,UI/UX Design,2025-02-26,2027-09-27,f26ea2ef4318129165752ce117cce8b2a0e1491c683c5362707d26da381c573d,0.9200946604655168,308,0.6403611648331764,0.9628447498847289,0.8992760642566816,1,4,5.658724757113739,0
Cambridge University,Patricia Patel,Machine Learning Fundamentals,2023-09-25,2027-11-22,7ec9f874b1518bb638afae2ea84a2678f965ecab9c8a98e246ab59ae7e5c266b,0.6428926106718736,828,0.7613332909048256,1.0,0.7059712703532967,1,8,0.9091483333034763,0
TU Munich,David Kim,Mobile App Development,2024-12-28,2029-12-04,8da00e123c92c85b4c596441716b2f842e58320c5bf802efc556299d05953708,0.7383665728128745,368,0.7004646199243517,0.9851027124743518,0.8051012499766085,1,4,26.33655255564414,0
AWS,David Kim,DevOps Engineering,2025-12-27,2030-09-02,e9d54bd5f0878ff137d741afaafcef3c6ae73c5595d361fbeb2c025d9cca7d86,0.8496382578332331,4,0.9158256568763907,0.8436672695346398,0.8880469170741637,1,9,4.405873138695217,0
TU Munich,Michael Davis,Quantum Computing Basics,2020-01-05,2024-10-05,06a2bab2cb0102e15933ab2503b48c0c9f62493c72c5a6c94d09aa6ce66ba98a,0.7869194154565434,2187,0.8424724476192695,0.9144552261867283,0.9803444701391554,1,8,3.7173631009498984,0
PMI,Elizabeth Rossi,Mobile App Development,2023-11-04,2026-01-28,8cc0686ea8a77d0805231b97f2fb327d2cb17196089eb4bf698da3a4f0ef1aae,0.682944876290005,788,0.6347919861017227,0.925683274330719,0.6220662912320032,1,6,3.74389089466795,0
Cisco,Karen Santos,Cybersecurity Analyst,2020-06-03,2024-04-18,678c6deff83acd05e7897878515e524783c308353601f99ab271977531bd5d2a,0.8279177435725679,2037,0.9547107288742611,0.9197068107682684,0.7192315544877897,1,6,21.722984383735255,0
Coursera,Ana White,Robotics Engineering,2020-08-01,2022-05-27,19d13cabc150f4db50c212ede61bfba5adbcd936f5c9a077af44513c461f4a20,0.7433487232580384,1978,0.8842186574125571,0.9264960805334683,0.9129230227561926,0,9,49.81281726951022,0
Oracle,Sarah Dubois,Quantum Computing Basics,2021-08-31,2024-05-03,156dc5bbaefe5d81d4b87c7824c6670cb1409bb3370afb58928d2b1706e6d024,0.697990219652683,1583,0.7321231358152516,0.832552522830813,0.8779778674520671,0,5,57.68725285492498,0
University of Toronto,Carlos Thompson,Project Management Professional,2021-04-14,2022-11-01,4e5b9bed1f0a99fd307175960a83615d81b85ee618nfb82b472fb2d43ecc73ea,0.0669,1722,0.4,,0.0468,0,0,52.55,1
InstaDegree Corp,Joseph Anderson,Cybersecurity Analyst,2022-08-01,2026-07-11,ce2f7364,0.0804,1248,0.3802,0.7781,0.0908,0,0,2.61,1
CompTIA,John Taylor,Database Administration,2021-12-15,2025-04-11,cad8d45ea62652ac8ede910202c777402ce115318ff630d6edab302e4fe62afc,0.8749397888752405,1477,0.751374031175987,0.8447082445463285,0.6425161435540753,1,10,104.28491178981798,0
Google,Arun Miller,AI & Deep Learning,2022-08-24,2026-03-25,3520c60d42c6f62cf804b2057c1fc66ae35c4ff22a286e7d5038e26ac691ae9c,0.8342011420753935,1225,0.7897879196005684,0.8893733792268799,0.7575236184951937,1,5,30.04634201630501,0
Udemy,Pierre Rodriguez,Project Management Professional,2023-05-19,2027-11-03,32e2e8b7e64216103a47226aad96e0b71e2d03d4797feffff8417ee60343334a,0.9388381670849931,957,0.7757996930289672,0.9289893332761249,0.7435847371953298,1,7,44.959637058637234,0
Adobe,Jennifer Chen,Digital Marketing,2024-09-06,2028-03-19,55cfea496ad63082ef77b9fb9fb069a26805eae79f549292f6646bb2678f7349,0.9138091617922705,481,0.934074519346201,0.9966212990810575,,1,5,4.133269630229561,0
AWS,Barbara Tanaka,Agile Methodology,2022-08-23,2026-05-16,cf2c8e3b24381e5d89a9bedc7c08c234de4315dae7ebd2a263355bf08f70bbf2,0.7866698106754137,1226,0.6249607746948939,0.943813526210837,0.943544491098598,1,6,15.374699847665212,0
CertForge Academy,James Taylor,DevOps Engineering,2023-05-11,2024-05-11,b4fcf289a3b228baeffd4407e36f72fc41722cae96ac0214d8854709dec72353,0.1834,965,0.1144,0.6107,0.2442,0,0,53.08,1
Harvard University,Patricia Brown,Business Analytics,2022-11-07,2027-11-05,b7e4cbe940f41ff691a836b730d001279d01626e537cc47f1f8133fa4594d384,0.8879227631762973,1150,0.8429118362189713,0.845399922079059,0.8614194442209165,1,9,14.763166627993515,0
NUS Singapore,Michael Williams,Big Data Analytics,2022-02-22,2024-05-22,bd8b2ccd53488a9b426f372553124126e79fa68dfc7ee327c5402074b7f44b27,0.7728818524296632,1408,0.8293017198223039,0.972703759616706,0.9151378466286034,1,8,10.418447715240584,0
Google,Michael Thomas,Big Data Analytics,2021-07-08,2024-08-09,af423c270aa70fc1422c5e826c2d3b89854334bcbca41f7959904f2ca2a5e97c,0.4100006472335368,1637,0.8866244676115278,0.9061704633163583,0.9666600674252938,1,10,7.052515662300499,0
IIT Delhi,Carlos Ali,Data Science Professional,2023-02-17,2027-06-01,fd4761fdbdaf99d8150778da5ef7a71e5c919294954c91b21f9e76c00e24da56,0.8298465661460237,1048,0.6992945999390795,0.8829983929321904,0.8652179217708466,1,11,12.395752554179301,0
Harvard University,Yuki Martin,Mobile App Development,2025-04-08,2027-12-06,f55dfadebd4b7d8871f518546beb120e2064178f126c50a97db3c277fa6db629,0.8396717189130266,267,0.9440526064640832,,0.9487959273927157,1,7,7.353617961244494,0
CertForge Academy,Arun Smith,Cybersecurity Analyst,2021-12-08,2024-07-12,0b97b2b47141229dd0363a52b29c162542390bce019d85afbc66d645a099117b,0.0838,1484,0.0905,0.5032,0.0741,0,0,34.33,1
Adobe,Sarah Patel,Cybersecurity Analyst,2023-03-20,2026-12-24,bfbb0e7dcf4ca84b7959ef03a0a76b6dbd32af7921ea5455285c4018dd2ba129,0.7362704343068216,1017,0.9795491731347056,0.9086190151659858,0.8316915788490554,1,1,0.9957222716505396,0
Harvard University,Elizabeth Patel,IoT Development,2024-07-06,2026-03-29,1ec626d5aea2737292fbb12f721fda02968cadb3ca273645ce502a53fa954449,0.8854365044257506,543,0.8719564918658065,0.9416570275132629,0.9827280096738396,1,9,13.443849245071643,0
CertForge Academy,Joseph Taylor,Cloud Architecture,2026-09-19,2031-06-14,21801719fa59a0d3b6e4e50d80f83df76075094873b15158edb91f313c7b97d9,0.3394,-262,0.0236,0.6981,0.2589,0,1,19.38,1
Johns Hopkins University,Jessica Thomas,Software Testing,2025-05-09,2029-11-27,ca679ec8b20c07873e12ac4c03d1953f9b4623d8a838c2fbb236c2f5119d447a,0.8134938100968883,236,0.7975064928959846,1.0,0.9269719262120619,1,8,25.93681776030169,0
CompTIA,Christopher Miller,Network Engineering,2025-10-16,2026-12-26,4022a34fcae7f96a8cbab57116b7dbdc7c9b36bb221e5500cf1daeb2c5809257,0.848334357062142,76,0.8226309138810696,0.9498402342154296,0.8516322200534588,1,7,2.393084869381896,0
IBM,Christopher Santos,Database Administration,2025-03-10,2026-07-25,9550f6b92e8d27e3038319d2b05bef647194072b39d85854d63be241701c3ea1,0.9482953015356296,296,0.6131289130887402,0.8740308236586175,0.9012148141871961,1,9,31.486777585410437,0
Coursera,Richard Harris,Computer Vision,2021-07-07,2024-01-26,e55bfc6ecb43f3ea954b7d8a264124d493e2fabb2f01227450fc984a76b585da,0.8644351255771997,1638,0.8647452192706334,0.9781824735760406,0.9445176758851983,1,5,16.906058749861362,0
Columbia University,Fatima Patel,IoT Development,2022-04-25,2024-02-07,3386bd4d64b290edde3522e8067f62cf2ff3e2e979b63e808517f7d9edf146fe,0.8213457105541077,1346,0.518242859674003,0.8571295920961602,0.6485299159264518,1,5,9.950051198478093,0
ETH Zurich,Richard Harris,Data Engineering,2020-08-03,2022-12-25,6c52fb534176c2b7768c682e9398c93bd2ced911a28e0edbec71a8899a10321f,0.8967769690155788,1976,0.5951976361888893,0.8807557400071311,0.6992210040696208,1,5,30.403730634029753,0
Adobe,Linda Jones,Computer Vision,2023-11-23,2027-04-29,6645d7a73deaf3f87035e25b85863608bf6e212c4f7f05183a4ed139d1dd9159,0.9231670048609302,769,0.8044006412417819,0.8829947621658681,0.9392069570276876,1,4,18.89841926223336,0
Adobe,William Miller,Mobile App Development,2024-06-11,2027-09-09,f1c6e865382104b9c29e8d3156de4605ab0c69f26b45d5bcf7dcfe05816e6343,0.9026989740039609,568,0.7276578042215434,0.9210170108528971,0.9498349032932472,1,7,6.287445277764877,0
MIT,Linda Rossi,Project Management Professional,2025-04-29,2026-09-09,9c3ab6d3cbfc131f889fadfabdc2ade9b9e9be1bd75b6bec71f6a97995305c18,0.9583918791389974,246,0.8330644973003979,0.9159965166771116,0.8471387414779475,1,9,45.830657687971275,0
QuickCert Ltd,Patricia Hassan,Data Engineering,2025-05-23,2027-12-12,bed693e9fc8a953ba42db993d8a358970be2b25ea5899510ed69ef944156b351,0.027,222,0.4211,0.6494,,1,3,15.44,1
Coursera,Karen Taylor,AI & Deep Learning,2024-09-23,2029-06-13,2a392c5b08fadad019529f9f8c235261b473416ed4ef4868d6617c675702e335,0.80904152368633,464,0.9664003740723752,0.9301030033781192,0.8339930673279581,1,6,41.37970241132603,0
